county,house_type,est_price,zipcode,lat,lng
San Francisco ,Single Family,3012090,94109,37.792778,-122.42188
Los Angeles ,Single Family,749241,90250,33.914614,-118.35092
Contra Costa ,Single Family,638496,94565,38.017917,-121.90502
Los Angeles ,Single Family,1993682,90046,34.098908,-118.36241
Alameda ,Single Family,1251164,94501,37.769528,-122.25937
San Francisco ,Single Family,1775311,94110,37.74873,-122.41545
Los Angeles ,Single Family,1608020,90034,34.03056,-118.39804
Sacramento ,Single Family,642146,95630,38.672127,-121.15783
Los Angeles ,Single Family,525943,90805,33.865916,-118.18362
Los Angeles ,Single Family,539825,90650,33.906914,-118.08339
Los Angeles ,Single Family,497987,90044,33.953814,-118.29158
Orange ,Single Family,789571,92683,33.751418,-117.99392
San Bernardino ,Single Family,767746,91709,33.975267,-117.72305
Napa ,Single Family,784829,94558,38.337243,-122.30027
Los Angeles ,Single Family,1101742,90026,34.07851,-118.26596
San Diego ,Single Family,619733,91910,32.638654,-117.06686
Fresno ,Single Family,270227,93722,36.801603,-119.88878
Solano ,Single Family,435541,94533,38.269582,-122.03701
Sacramento ,Single Family,466164,95608,38.628371,-121.32702
Orange ,Single Family,1094031,92677,33.531938,-117.7025
Los Angeles ,Single Family,1727643,90066,34.002011,-118.43083
San Bernardino ,Single Family,512355,92336,34.125147,-117.45818
Sacramento ,Single Family,316636,95823,38.477508,-121.44561
San Bernardino ,Single Family,283239,92345,34.399992,-117.33999
Placer ,Single Family,543787,95747,38.768829,-121.33629
Orange ,Single Family,683314,92804,33.818165,-117.97304
San Diego ,Single Family,738036,92126,32.914346,-117.14116
Riverside ,Single Family,444248,92503,33.91355,-117.46052
San Diego ,Single Family,570982,91911,32.608799,-117.0607
San Diego ,Single Family,666860,92101,32.719601,-117.16246
Los Angeles ,Single Family,1315050,90019,34.048411,-118.34015
Alameda ,Single Family,1253510,94536,37.562218,-121.99433
Riverside ,Single Family,549943,92592,33.495343,-117.07657
Los Angeles ,Single Family,496322,90280,33.944264,-118.1949
Los Angeles ,Single Family,493302,90201,33.972814,-118.17385
San Bernardino ,Single Family,523928,91730,34.104555,-117.58734
Los Angeles ,Single Family,1728077,90004,34.07711,-118.30755
San Diego ,Single Family,1336153,92109,32.791246,-117.24343
Los Angeles ,Single Family,621981,91342,34.307877,-118.42904
Los Angeles ,Single Family,584886,90706,33.888165,-118.1276
San Bernardino ,Single Family,390947,92335,34.088911,-117.45213
Santa Clara ,Single Family,1137357,95123,37.244426,-121.83246
San Diego ,Single Family,576386,92021,32.8201,-116.91234
Ventura ,Single Family,670596,93065,34.265003,-118.77177
Orange ,Single Family,1092667,92627,33.647028,-117.91506
Los Angeles ,Single Family,1734966,90025,34.045006,-118.44527
Santa Clara ,Single Family,1235710,95035,37.436451,-121.89438
San Bernardino ,Single Family,568885,91710,34.015963,-117.68737
Los Angeles ,Single Family,459656,90011,34.007063,-118.25868
Alameda ,Single Family,748428,94544,37.633732,-122.06101
Los Angeles ,Single Family,1835943,90027,34.111208,-118.28842
Fresno ,Single Family,290071,93727,36.753177,-119.69703
Alameda ,Single Family,1163055,94568,37.714179,-121.92567
Santa Clara ,Single Family,1701994,95051,37.346241,-121.9846
Los Angeles ,Single Family,657353,91335,34.200104,-118.54099
Solano ,Single Family,475486,95687,38.34401,-121.95333
Los Angeles ,Single Family,711612,90731,33.732368,-118.28905
Los Angeles ,Single Family,301830,93550,34.56548,-118.08549
Los Angeles ,Single Family,395581,93536,34.728857,-118.32683
Orange ,Single Family,874751,92630,33.640223,-117.69108
Contra Costa ,Single Family,493665,94509,37.991571,-121.80207
Sacramento ,Single Family,449248,95758,38.406432,-121.43673
Kern ,Single Family,219717,93306,35.396411,-118.92268
Kern ,Single Family,184268,93307,35.324767,-118.96329
Los Angeles ,Single Family,279073,93535,34.691946,-117.97756
San Francisco ,Single Family,1579237,94122,37.75838,-122.48478
Tulare ,Single Family,223187,93274,36.201451,-119.34994
Tulare ,Single Family,207990,93257,36.055121,-119.01595
Kings ,Single Family,240938,93230,36.327063,-119.6451
Kern ,Single Family,228032,93309,35.340759,-119.06497
Alameda ,Single Family,748348,94541,37.674431,-122.08883
Alameda ,Single Family,1145862,94538,37.527237,-121.9679
Santa Cruz ,Single Family,680351,95076,36.922902,-121.77224
Los Angeles ,Single Family,479111,90802,33.769018,-118.19225
Contra Costa ,Single Family,746776,94513,37.932123,-121.70381
Orange ,Single Family,728081,90631,33.934513,-117.95159
San Diego ,Single Family,826973,92104,32.742892,-117.12774
Orange ,Single Family,884914,92647,33.725167,-118.00509
San Diego ,Single Family,556490,92154,32.574398,-117.05633
Orange ,Single Family,1308828,92618,33.659639,-117.73948
San Diego ,Single Family,663267,92115,32.7603,-117.07031
Stanislaus ,Single Family,363830,95355,37.673513,-120.95566
Alameda ,Single Family,1071660,94587,37.592184,-122.04577
Sacramento ,Single Family,384722,95670,38.605355,-121.28247
Orange ,Single Family,1066033,92646,33.666269,-117.9693
Orange ,Single Family,1174126,92620,33.714889,-117.7633
Santa Clara ,Single Family,2593027,95014,37.317909,-122.04779
San Bernardino ,Single Family,379442,92376,34.109511,-117.37617
Santa Clara ,Single Family,1005579,95112,37.348541,-121.88627
San Mateo ,Single Family,1202883,94080,37.652857,-122.4301
Orange ,Single Family,1312621,92648,33.673468,-118.00243
San Diego ,Single Family,1523832,92130,32.946776,-117.21918
San Diego ,Single Family,526953,92105,32.741256,-117.0951
San Diego ,Single Family,1034517,92122,32.856447,-117.21143
Placer ,Single Family,524551,95648,38.902873,-121.29795
Riverside ,Single Family,496436,92563,33.571185,-117.15362
Los Angeles ,Single Family,2012897,90036,34.07036,-118.34926
San Francisco ,Single Family,1234978,94112,37.720931,-122.44241
Santa Clara ,Single Family,2398912,94087,37.350091,-122.03602
Santa Clara ,Single Family,1576120,95125,37.295092,-121.89649
Los Angeles ,Single Family,620562,90640,34.014212,-118.11358
Riverside ,Single Family,500981,92562,33.568617,-117.25264
San Diego ,Single Family,825772,92117,32.823865,-117.19966
Santa Clara ,Single Family,1969597,94086,37.378341,-122.02398
Contra Costa ,Single Family,537764,94806,37.972623,-122.33873
San Diego ,Single Family,848467,92128,32.998855,-117.07054
Solano ,Single Family,529071,94591,38.099119,-122.21035
Los Angeles ,Single Family,826459,91801,34.090409,-118.127
Los Angeles ,Single Family,564079,91331,34.254751,-118.42406
Orange ,Single Family,644228,92805,33.835665,-117.90807
Los Angeles ,Single Family,936546,90042,34.114558,-118.19233
San Diego ,Single Family,661630,92020,32.7991,-116.97334
Contra Costa ,Single Family,687206,94553,37.998912,-122.11501
Riverside ,Single Family,308019,92201,33.715271,-116.235
San Mateo ,Single Family,1204742,94015,37.682583,-122.48209
San Bernardino ,Single Family,408990,92399,34.033564,-117.03776
Riverside ,Single Family,571849,92882,33.866555,-117.59167
Kern ,Single Family,221840,93308,35.487491,-119.00896
Santa Clara ,Single Family,1603698,95008,37.278843,-121.95446
Orange ,Single Family,840057,92656,33.581533,-117.72474
San Diego ,Single Family,622669,92056,33.195354,-117.28232
Orange ,Single Family,656401,92704,33.724167,-117.90623
San Diego ,Single Family,609218,92071,32.84681,-116.98983
Orange ,Single Family,951816,92626,33.677224,-117.90863
Stanislaus ,Single Family,308864,95350,37.671778,-121.01249
Sacramento ,Single Family,494170,95624,38.421068,-121.36059
Riverside ,Single Family,433174,92509,33.998751,-117.44695
San Diego ,Single Family,1420324,92024,33.053092,-117.26855
Riverside ,Single Family,333845,92553,33.923243,-117.24211
Riverside ,Single Family,656417,92880,33.903803,-117.60221
Riverside ,Single Family,530772,92253,33.675373,-116.29649
Los Angeles ,Single Family,933997,90006,34.048351,-118.2943
Riverside ,Single Family,369683,92223,33.945265,-116.9759
Santa Clara ,Single Family,868625,95020,37.016943,-121.56581
Los Angeles ,Single Family,495081,90255,33.978404,-118.21773
Los Angeles ,Single Family,1234689,90028,34.098859,-118.32745
San Francisco ,Single Family,3833617,94115,37.786129,-122.43736
Riverside ,Single Family,354788,92234,33.807761,-116.46473
Ventura ,Single Family,682556,93003,34.268736,-119.2249
San Bernardino ,Single Family,557522,91786,34.101659,-117.65776
Kern ,Single Family,316637,93312,35.39068,-119.18583
Los Angeles ,Single Family,2856178,90024,34.063209,-118.43643
San Diego ,Single Family,599396,92057,33.240926,-117.29851
Orange ,Single Family,960576,92708,33.708618,-117.95629
Ventura ,Single Family,653819,93063,34.279343,-118.69607
San Diego ,Single Family,1065463,92103,32.746018,-117.16715
Tulare ,Single Family,245734,93277,36.311,-119.32637
Fresno ,Single Family,375024,93720,36.865587,-119.75917
Los Angeles ,Single Family,583213,91402,34.223753,-118.44322
San Francisco ,Single Family,2898880,94117,37.770937,-122.44276
San Diego ,Single Family,551227,91977,32.721145,-116.99612
Riverside ,Single Family,430623,92507,33.978965,-117.33646
San Diego ,Single Family,2325568,92037,32.838761,-117.26159
Los Angeles ,Single Family,1013701,91367,34.176238,-118.61992
San Francisco ,Single Family,1393388,94102,37.779329,-122.41915
San Bernardino ,Single Family,388266,92346,34.12716,-117.20073
San Joaquin ,Single Family,315385,95207,38.004172,-121.3237
Sacramento ,Single Family,540187,95831,38.494971,-121.53059
Shasta ,Single Family,309162,96003,40.641389,-122.34206
Santa Barbara ,Single Family,393214,93436,34.639682,-120.4471
San Francisco ,Single Family,1869970,94121,37.778729,-122.49265
Sacramento ,Single Family,332557,95828,38.484747,-121.4024
Yolo ,Single Family,783397,95616,38.549256,-121.73655
Los Angeles ,Single Family,710954,91406,34.201491,-118.49376
Tulare ,Single Family,286903,93291,36.351009,-119.33655
Los Angeles ,Single Family,3528815,90049,34.067409,-118.47528
Los Angeles ,Single Family,483905,91766,34.045584,-117.75305
Los Angeles ,Single Family,511160,91706,34.087108,-117.96966
Riverside ,Single Family,523275,92260,33.715672,-116.38496
Los Angeles ,Single Family,3359778,90020,34.06646,-118.30863
Los Angeles ,Single Family,525048,91744,34.029561,-117.93975
Orange ,Single Family,654685,92801,33.844814,-117.95381
Los Angeles ,Single Family,1515005,90277,33.828815,-118.38322
Orange ,Single Family,841158,92780,33.741651,-117.82127
Alameda ,Single Family,1611490,94611,37.827126,-122.22289
San Bernardino ,Single Family,372000,92407,34.198189,-117.35826
San Bernardino ,Single Family,314704,92404,34.14856,-117.26298
San Bernardino ,Single Family,496756,91762,34.057561,-117.66563
Sacramento ,Single Family,514230,95628,38.654803,-121.26529
Santa Cruz ,Single Family,1177926,95060,36.980556,-122.04603
Alameda ,Single Family,1021038,94550,37.65778,-121.73011
Los Angeles ,Single Family,712673,91405,34.199704,-118.44724
San Diego ,Single Family,791812,92078,33.122029,-117.15605
Sacramento ,Single Family,401481,95610,38.696912,-121.27125
San Bernardino ,Single Family,334575,92324,34.061931,-117.31995
Los Angeles ,Single Family,520565,90813,33.781011,-118.19197
San Bernardino ,Single Family,513242,91761,34.036085,-117.6086
Los Angeles ,Single Family,1245516,90803,33.761117,-118.12986
Los Angeles ,Single Family,1035056,90503,33.840264,-118.35587
Alameda ,Single Family,805133,94577,37.722279,-122.15702
San Diego ,Single Family,602238,92026,33.181543,-117.11136
Los Angeles ,Single Family,925002,91601,34.168206,-118.37246
San Joaquin ,Single Family,300049,95206,37.922024,-121.3025
San Francisco ,Single Family,2804476,94118,37.782029,-122.46158
Alameda ,Single Family,959624,94546,37.702063,-122.07934
Los Angeles ,Single Family,528365,91702,34.128907,-117.90309
Placer ,Single Family,444692,95678,38.752434,-121.28933
Orange ,Single Family,890803,92692,33.615462,-117.64093
San Mateo ,Single Family,1792048,94403,37.539686,-122.30266
Sacramento ,Single Family,359991,95621,38.695252,-121.3081
San Diego ,Single Family,521484,92114,32.706954,-117.0542
Los Angeles ,Single Family,1658050,90005,34.058911,-118.30848
Los Angeles ,Single Family,572168,90047,33.958464,-118.30998
Los Angeles ,Single Family,678809,91770,34.066143,-118.08475
Los Angeles ,Single Family,724859,91343,34.239503,-118.48224
Los Angeles ,Single Family,597499,90247,33.891265,-118.2975
Los Angeles ,Single Family,439916,90003,33.962714,-118.276
Monterey ,Single Family,510994,93906,36.709717,-121.63997
Orange ,Single Family,814411,90630,33.817481,-118.0399
San Luis Obispo ,Single Family,558969,93446,35.640589,-120.70418
Los Angeles ,Single Family,980659,90016,34.029711,-118.35255
San Diego ,Single Family,646622,91942,32.785,-117.0186
Los Angeles ,Single Family,851042,90018,34.029112,-118.3183
Los Angeles ,Single Family,825077,90043,33.987463,-118.334
San Diego ,Single Family,655804,92028,33.380359,-117.20605
San Diego ,Single Family,960320,92129,32.961014,-117.1251
Sacramento ,Single Family,339130,95822,38.51394,-121.49201
Los Angeles ,Single Family,538645,90037,34.002063,-118.28737
San Francisco ,Single Family,1660991,94103,37.772329,-122.41087
Los Angeles ,Single Family,783522,91304,34.218654,-118.62538
Solano ,Single Family,420591,94590,38.105219,-122.24571
San Francisco ,Single Family,2625065,94114,37.758434,-122.43512
Los Angeles ,Single Family,441442,93551,34.606146,-118.18495
Riverside ,Single Family,419009,92211,33.759409,-116.32317
Orange ,Single Family,820942,92870,33.883314,-117.85446
Los Angeles ,Single Family,503929,90022,34.023662,-118.15581
Santa Clara ,Single Family,1527707,95124,37.256743,-121.92312
Los Angeles ,Single Family,1375502,90045,33.960041,-118.3949
Alameda ,Single Family,1832890,94539,37.515014,-121.92916
San Francisco ,Single Family,1792393,94107,37.766529,-122.39577
San Joaquin ,Single Family,418076,95336,37.812815,-121.21416
Riverside ,Single Family,387890,92530,33.675893,-117.34946
San Diego ,Single Family,752341,92111,32.804972,-117.16871
San Mateo ,Single Family,3283544,94010,37.574936,-122.36332
San Diego ,Single Family,492473,91950,32.670903,-117.09272
Ventura ,Single Family,469490,93033,34.166933,-119.16113
San Diego ,Single Family,554277,92027,33.142706,-117.03049
San Bernardino ,Single Family,288016,92392,34.489466,-117.35321
Alameda ,Single Family,1429500,94566,37.658898,-121.87149
Los Angeles ,Single Family,779269,91344,34.277648,-118.50047
El Dorado ,Single Family,737019,95762,38.684324,-121.06879
Los Angeles ,Single Family,1211701,90278,33.871214,-118.37177
Orange ,Single Family,862839,92691,33.611272,-117.66681
Kern ,Single Family,318517,93311,35.200467,-119.17399
Sonoma ,Single Family,636904,94928,38.347174,-122.69537
Orange ,Single Family,990723,92886,33.888062,-117.80407
San Diego ,Single Family,821678,92116,32.76235,-117.12246
Alameda ,Single Family,793391,94605,37.763028,-122.16305
Riverside ,Single Family,299742,92545,33.736743,-117.0217
Riverside ,Single Family,418467,92504,33.926315,-117.40937
Ventura ,Single Family,699657,93010,34.231754,-119.05258
Santa Clara ,Single Family,1148667,95037,37.137595,-121.66211
Los Angeles ,Single Family,834561,90703,33.868314,-118.06754
Los Angeles ,Single Family,873684,90057,34.061911,-118.27687
San Mateo ,Single Family,1288322,94066,37.625908,-122.42363
San Diego ,Single Family,1210501,92009,33.097841,-117.26744
San Joaquin ,Single Family,484748,95376,37.728417,-121.42399
Orange ,Single Family,1288843,92672,33.427078,-117.61401
Los Angeles ,Single Family,754919,91745,34.000578,-117.96943
Alameda ,Single Family,671006,94601,37.776835,-122.21792
San Diego ,Single Family,826853,92054,33.202463,-117.36077
Alameda ,Single Family,1869822,94610,37.812377,-122.24199
Santa Barbara ,Single Family,1024802,93117,34.443746,-119.94215
San Mateo ,Single Family,2810144,94025,37.451688,-122.18385
Orange ,Single Family,818811,92688,33.639994,-117.60351
Los Angeles ,Single Family,541892,90660,33.989013,-118.08912
San Benito ,Single Family,665103,95023,36.862243,-121.38006
Orange ,Single Family,734470,92833,33.874314,-117.9637
San Diego ,Single Family,884849,92064,32.973645,-117.03701
San Diego ,Single Family,1217095,92127,33.022384,-117.10694
Sacramento ,Single Family,359282,95825,38.594205,-121.40726
Los Angeles ,Single Family,813144,91765,34.004172,-117.81673
Riverside ,Single Family,297357,92544,33.708843,-116.90948
Fresno ,Single Family,398855,93711,36.831723,-119.83198
Contra Costa ,Single Family,596584,94521,37.957772,-121.97709
Orange ,Single Family,2372595,92660,33.634821,-117.87453
San Diego ,Single Family,601278,92040,32.873849,-116.90477
Los Angeles ,Single Family,1557361,90275,33.758216,-118.36425
San Joaquin ,Single Family,359366,95240,38.12463,-121.25039
Los Angeles ,Single Family,688704,91605,34.208142,-118.4011
Santa Clara ,Single Family,1163935,95136,37.269343,-121.84939
Kern ,Single Family,177578,93304,35.344209,-119.02225
Los Angeles ,Single Family,601212,90745,33.823765,-118.2668
Sacramento ,Single Family,380045,95826,38.550098,-121.37492
San Bernardino ,Single Family,459547,91764,34.077327,-117.6222
Sonoma ,Single Family,634481,95403,38.480494,-122.74976
Fresno ,Single Family,359421,93611,36.840057,-119.66107
Sacramento ,Single Family,399554,95821,38.623304,-121.38181
Riverside ,Single Family,439856,92584,33.66035,-117.18987
Los Angeles ,Single Family,648847,90804,33.783467,-118.15182
El Dorado ,Single Family,425193,95667,38.724682,-120.79533
Santa Clara ,Single Family,901611,95127,37.369473,-121.82077
Los Angeles ,Single Family,832440,91016,34.140806,-118.00184
Sonoma ,Single Family,985243,95476,38.277147,-122.47058
Santa Clara ,Single Family,900561,95111,37.284042,-121.82664
Santa Cruz ,Single Family,1110986,95062,36.9707,-121.99086
Santa Clara ,Single Family,1319247,95126,37.326341,-121.9178
Marin ,Single Family,1383993,94901,37.972423,-122.51484
Alameda ,Single Family,783275,94606,37.793177,-122.24352
San Diego ,Single Family,697865,91913,32.642486,-116.98973
Los Angeles ,Single Family,814664,90815,33.795049,-118.11824
Riverside ,Single Family,507577,92506,33.943615,-117.37239
Santa Barbara ,Single Family,493860,93455,34.87455,-120.42806
Butte ,Single Family,358877,95926,39.745973,-121.84259
Santa Clara ,Single Family,2987500,94040,37.380207,-122.08787
Alameda ,Single Family,961220,94608,37.834724,-122.28316
San Diego ,Single Family,655935,92025,33.106862,-117.07077
Los Angeles ,Single Family,270480,93534,34.698696,-118.15015
San Bernardino ,Single Family,267485,92395,34.51779,-117.29896
San Diego ,Single Family,655323,92069,33.144908,-117.17128
Ventura ,Single Family,801385,91320,34.175038,-118.93956
Los Angeles ,Single Family,1165539,90029,34.090259,-118.29455
San Mateo ,Single Family,1869488,94404,37.554335,-122.27032
Butte ,Single Family,375471,95928,39.720955,-121.81888
Kern ,Single Family,264834,93313,35.19766,-119.05698
Los Angeles ,Single Family,974124,90065,34.107559,-118.22663
Los Angeles ,Single Family,782621,91606,34.185698,-118.38836
Riverside ,Single Family,381460,92557,33.957957,-117.24833
Los Angeles ,Single Family,2224793,90291,33.992411,-118.46531
Los Angeles ,Single Family,1484807,91423,34.153628,-118.43222
Los Angeles ,Single Family,802620,90501,33.828766,-118.31367
Sonoma ,Single Family,728776,95404,38.457611,-122.69317
Imperial ,Single Family,227235,92243,32.783359,-115.57746
San Francisco ,Single Family,1531699,94116,37.743381,-122.48578
Contra Costa ,Single Family,730369,94804,37.926509,-122.3408
Fresno ,Single Family,464299,93619,36.92883,-119.57757
Alameda ,Single Family,1048769,94560,37.535586,-122.03362
Santa Clara ,Single Family,1486935,95050,37.347791,-121.95131
San Diego ,Single Family,651324,92084,33.213309,-117.21474
Los Angeles ,Single Family,506715,90723,33.899915,-118.16231
Los Angeles ,Single Family,1508761,90292,33.976373,-118.45458
Los Angeles ,Single Family,2909123,90069,34.090975,-118.3813
Los Angeles ,Single Family,548747,91732,34.070659,-118.01383
Los Angeles ,Single Family,481760,90262,33.924642,-118.20186
Alameda ,Single Family,867898,94551,37.680181,-121.921498
San Bernardino ,Single Family,265911,92308,34.447959,-117.19222
Contra Costa ,Single Family,1531534,94582,37.76354,-121.91206
Sacramento ,Single Family,552394,95757,38.34173,-121.43393
Butte ,Single Family,405989,95973,39.793465,-121.87946
Los Angeles ,Single Family,681889,90241,33.942289,-118.12901
San Diego ,Single Family,682085,92019,32.788736,-116.90487
San Bernardino ,Single Family,298895,92307,34.538622,-117.17729
Los Angeles ,Single Family,2251396,90405,34.009276,-118.47286
Orange ,Single Family,1230646,90740,33.759283,-118.08239
Alameda ,Single Family,759551,94578,37.703427,-122.128
Ventura ,Single Family,572681,93030,34.21707,-119.1769
San Mateo ,Single Family,1221907,94044,37.613806,-122.48229
Los Angeles ,Single Family,663233,90638,33.90213,-118.00966
Los Angeles ,Single Family,1064890,90008,34.009754,-118.33705
Los Angeles ,Single Family,984059,91401,34.176505,-118.43308
Fresno ,Single Family,221531,93726,36.795249,-119.76293
Riverside ,Single Family,685130,92262,33.842984,-116.54344
Orange ,Single Family,826242,92821,33.923463,-117.89559
Orange ,Single Family,706037,92840,33.785166,-117.93406
Monterey ,Single Family,951322,93940,36.586193,-121.88667
San Francisco ,Single Family,4821496,94123,37.801028,-122.43836
Contra Costa ,Single Family,940283,94523,37.951672,-122.07317
Los Angeles ,Single Family,2835126,90266,33.88898,-118.40535
Riverside ,Single Family,440657,92505,33.921765,-117.48812
Yolo ,Single Family,445008,95691,38.569193,-121.54496
Ventura ,Single Family,786681,91360,34.208837,-118.87348
Los Angeles ,Single Family,880486,91205,34.138514,-118.243
Los Angeles ,Single Family,495201,91767,34.080143,-117.73861
Orange ,Single Family,1166098,92705,33.762117,-117.81828
Los Angeles ,Single Family,1792152,91604,34.143856,-118.39429
Orange ,Single Family,1114185,92649,33.720017,-118.04614
San Bernardino ,Single Family,571941,92373,34.034714,-117.17305
Santa Clara ,Single Family,2443475,94303,37.449888,-122.12749
Sutter ,Single Family,299415,95991,39.114138,-121.6196
Los Angeles ,Single Family,1157454,90505,33.810848,-118.35096
Sacramento ,Single Family,396592,95843,38.716874,-121.3698
Los Angeles ,Single Family,793532,90808,33.823316,-118.11329
Los Angeles ,Single Family,2497976,90403,34.032159,-118.49022
San Diego ,Single Family,569547,92058,33.016928,-116.846046
Sacramento ,Single Family,348161,95833,38.616891,-121.49623
Los Angeles ,Single Family,688944,91387,34.421537,-118.419181
Santa Clara ,Single Family,2174813,95129,37.307742,-121.99976
San Diego ,Single Family,559957,92102,32.714992,-117.12537
Stanislaus ,Single Family,321013,95307,37.584282,-120.95064
Orange ,Single Family,868651,92612,33.650813,-117.81771
Fresno ,Single Family,251651,93612,36.813456,-119.70826
Contra Costa ,Single Family,1575095,94583,37.75735,-121.95213
Los Angeles ,Single Family,522126,90744,33.784018,-118.25897
Solano ,Single Family,597555,94534,38.245844,-122.101917
Merced ,Single Family,330695,93635,37.048385,-120.86983
Sonoma ,Single Family,729096,94954,38.243299,-122.6069
Riverside ,Single Family,232191,92543,33.73542,-116.97401
Sacramento ,Single Family,467142,95835,38.664824,-121.52061
Los Angeles ,Single Family,739580,91748,33.985012,-117.89705
Los Angeles ,Single Family,671463,91306,34.209407,-118.57735
Riverside ,Single Family,516186,92591,33.52775,-117.12056
Placer ,Single Family,576323,95765,38.817993,-121.2631
San Bernardino ,Single Family,420131,92374,34.063264,-117.16888
Los Angeles ,Single Family,1926195,90035,34.05266,-118.38531
Los Angeles ,Single Family,1206647,91607,34.165706,-118.39986
Riverside ,Single Family,367907,92570,33.784051,-117.29812
Riverside ,Single Family,230578,92240,33.952303,-116.50804
Los Angeles ,Single Family,805682,91311,34.259052,-118.59426
Los Angeles ,Single Family,861408,90007,34.026448,-118.2829
Contra Costa ,Single Family,641015,94531,37.920852,-121.723919
Contra Costa ,Single Family,633563,94561,37.992124,-121.71328
Santa Clara ,Single Family,1410592,95128,37.316983,-121.93555
Riverside ,Single Family,509118,92879,33.8808,-117.54068
Los Angeles ,Single Family,759963,90012,34.061611,-118.23944
Orange ,Single Family,613036,92703,33.747067,-117.90433
Yolo ,Single Family,410456,95695,38.697238,-121.80944
Santa Clara ,Single Family,1327501,95134,37.412539,-121.94461
San Mateo ,Single Family,1799923,94061,37.463911,-122.23396
Ventura ,Single Family,684016,93012,34.218756,-118.99213
Ventura ,Single Family,989672,91362,34.190804,-118.83704
Sonoma ,Single Family,579708,95401,38.440111,-122.74563
Tulare ,Single Family,260092,93292,36.358928,-119.24027
Solano ,Single Family,562359,95688,38.380528,-121.99192
Stanislaus ,Single Family,320245,95380,37.48858,-120.85196
San Bernardino ,Single Family,278046,92410,34.106965,-117.2975
San Bernardino ,Single Family,635350,91701,34.131659,-117.5924
San Mateo ,Single Family,1350672,94401,37.570385,-122.32044
Los Angeles ,Single Family,2250448,90048,34.073759,-118.37376
Orange ,Single Family,611162,92707,33.719118,-117.87143
Santa Clara ,Single Family,1999517,94043,37.40679,-122.07461
San Diego ,Single Family,1268706,92107,32.7409,-117.24434
San Luis Obispo ,Single Family,848388,93401,35.262548,-120.65196
San Francisco ,Single Family,1892448,94131,37.741797,-122.4378
Kern ,Single Family,203765,93555,35.599177,-117.68065
Riverside ,Single Family,344862,92571,33.822068,-117.21514
San Mateo ,Single Family,1060332,94014,37.699182,-122.45035
Orange ,Single Family,689100,90620,33.841014,-118.00969
Shasta ,Single Family,292266,96001,40.56816,-122.41519
Santa Barbara ,Single Family,388109,93458,34.956344,-120.45243
Los Angeles ,Single Family,956112,91505,34.166906,-118.34366
Orange ,Single Family,863871,92867,33.811566,-117.82919
Los Angeles ,Single Family,1769438,90068,34.122058,-118.3379
Los Angeles ,Single Family,1108145,91107,34.151066,-118.08974
Los Angeles ,Single Family,766585,91750,34.117047,-117.77097
Los Angeles ,Single Family,716374,90032,34.08166,-118.17568
Ventura ,Single Family,579238,93036,34.22942,-119.178814
Riverside ,Single Family,972799,92264,33.798669,-116.51887
Los Angeles ,Single Family,1277828,91206,34.156674,-118.22937
Contra Costa ,Single Family,498954,94520,37.986321,-122.03988
Los Angeles ,Single Family,782550,90807,33.828366,-118.18235
Orange ,Single Family,734403,92806,33.835465,-117.87362
Riverside ,Single Family,386314,92203,33.75307,-116.24688
Orange ,Single Family,787384,92831,33.878981,-117.89325
Los Angeles ,Single Family,553943,90033,34.050411,-118.21195
Santa Clara ,Single Family,826353,95116,37.34964,-121.8544
Los Angeles ,Single Family,541041,90063,34.045161,-118.1865
Monterey ,Single Family,456383,93905,36.681161,-121.61538
San Diego ,Single Family,464295,92113,32.697402,-117.12001
San Diego ,Single Family,613159,92065,33.035844,-116.8513
Los Angeles ,Single Family,426259,90001,33.972914,-118.24878
San Joaquin ,Single Family,378696,95209,38.035499,-121.34378
Los Angeles ,Single Family,611273,90806,33.801767,-118.1858
San Joaquin ,Single Family,496377,95337,37.782332,-121.23578
Ventura ,Single Family,792504,93001,34.311203,-119.30164
Sonoma ,Single Family,933041,94952,38.243734,-122.69345
Sacramento ,Single Family,440446,95662,38.682803,-121.2231
Yuba ,Single Family,266170,95901,39.15973,-121.53735
Placer ,Single Family,548360,95661,38.731976,-121.2531
San Francisco ,Single Family,2337739,94133,37.801878,-122.41018
Stanislaus ,Single Family,380140,95382,37.523901,-120.8516
Los Angeles ,Single Family,608053,91790,34.068059,-117.93835
Orange ,Single Family,1274296,92629,33.475302,-117.70327
Merced ,Single Family,283539,95301,37.35115,-120.6056
Los Angeles ,Single Family,854625,91789,34.018361,-117.85438
Los Angeles ,Single Family,1007375,91104,34.169356,-118.12392
Mendocino ,Single Family,416535,95482,39.154946,-123.20088
Los Angeles ,Single Family,454681,90220,33.890566,-118.23666
Stanislaus ,Single Family,419342,95361,37.776528,-120.84756
Kings ,Single Family,259543,93245,36.312075,-119.80349
Marin ,Single Family,1832088,94941,37.898058,-122.54134
Contra Costa ,Single Family,1687151,94526,37.811676,-121.98647
Sacramento ,Single Family,311955,95820,38.535795,-121.44663
Riverside ,Single Family,755929,92270,33.762944,-116.42249
Stanislaus ,Single Family,250196,95351,37.626067,-120.99955
Sonoma ,Single Family,563890,95407,38.404991,-122.7275
Tehama ,Single Family,231640,96080,40.183837,-122.24074
Los Angeles ,Single Family,652231,91350,34.481172,-118.42821
Alameda ,Single Family,1228165,94588,37.68973,-121.89244
Shasta ,Single Family,280162,96002,40.539302,-122.33279
Los Angeles ,Single Family,674544,90017,34.052561,-118.26434
