county,house_type,est_price,zipcode,lat,lng
Orange ,2 bedroom,553879,92808,33.858151,-117.73864
Lake ,2 bedroom,158921,95422,38.956206,-122.63523
Los Angeles ,2 bedroom,1415642,90232,34.021611,-118.39168
Riverside ,2 bedroom,318763,92585,33.742936,-117.17432
Los Angeles ,2 bedroom,634982,91203,34.152757,-118.2658
Los Angeles ,2 bedroom,612891,90303,33.934164,-118.33255
Santa Clara ,2 bedroom,709923,95135,37.299474,-121.75446
San Joaquin ,2 bedroom,362529,95330,37.816876,-121.28541
Santa Barbara ,2 bedroom,1031837,93103,34.428191,-119.68412
Marin ,2 bedroom,564997,94949,38.06317,-122.54111
Monterey ,2 bedroom,529628,93907,36.754058,-121.66472
San Bernardino ,2 bedroom,308721,92411,34.12051,-117.3176
San Diego ,2 bedroom,576581,92082,33.261748,-117.01027
Placer ,2 bedroom,326599,95602,38.976837,-121.09142
Los Angeles ,2 bedroom,502892,91723,34.085809,-117.88694
Orange ,2 bedroom,497426,92887,33.883223,-117.73856
Riverside ,2 bedroom,405575,92501,33.991181,-117.37074
Imperial ,2 bedroom,230174,92251,32.853471,-115.58942
Alameda ,2 bedroom,720330,94579,37.68858,-122.15421
Nevada ,2 bedroom,608621,96161,39.339574,-120.22805
Los Angeles ,2 bedroom,517111,91384,34.478797,-118.65255
Los Angeles ,2 bedroom,1239352,91011,34.211171,-118.19776
Kern ,2 bedroom,168117,93280,35.605045,-119.37143
Los Angeles ,2 bedroom,551883,90603,33.941363,-117.99477
Santa Clara ,2 bedroom,1810293,94041,37.38949,-122.07846
San Joaquin ,2 bedroom,280183,95215,37.955474,-121.19064
Contra Costa ,2 bedroom,346142,94519,37.984271,-122.01437
Tehama ,2 bedroom,226051,96022,40.360583,-122.33544
Orange ,2 bedroom,2102311,92625,33.600172,-117.86823
Los Angeles ,2 bedroom,457716,91381,34.384663,-118.58704
Los Angeles ,2 bedroom,619093,90304,33.936163,-118.36076
Marin ,2 bedroom,711289,94945,38.117065,-122.56316
San Diego ,2 bedroom,1224285,92014,32.961812,-117.25967
Los Angeles ,2 bedroom,803261,90293,33.957012,-118.44167
Santa Clara ,2 bedroom,834465,95110,37.335545,-121.89877
Los Angeles ,2 bedroom,504766,91746,34.046889,-117.98464
San Joaquin ,2 bedroom,426238,95366,37.742895,-121.12546
Los Angeles ,2 bedroom,782226,90013,34.044662,-118.24255
Sacramento ,2 bedroom,468650,95817,38.551106,-121.45996
San Bernardino ,2 bedroom,411352,92377,34.151243,-117.39873
Lassen ,2 bedroom,138197,96130,40.474951,-120.67685
Orange ,2 bedroom,454958,92865,33.8318,-117.84739
San Diego ,2 bedroom,593684,92010,33.15559,-117.27944
Fresno ,2 bedroom,186164,93725,36.658599,-119.74097
Orange ,2 bedroom,469472,92844,33.765516,-117.9731
Los Angeles ,2 bedroom,488564,90270,33.988813,-118.18642
Santa Barbara ,2 bedroom,700415,93013,34.402194,-119.52308
Santa Barbara ,2 bedroom,744633,93111,34.443529,-119.80297
Los Angeles ,2 bedroom,1507932,90212,34.060859,-118.40191
San Mateo ,2 bedroom,971633,94019,37.47584,-122.44323
Tehama ,2 bedroom,169978,96021,39.918271,-122.21393
Santa Barbara ,2 bedroom,740519,93110,34.439579,-119.76788
Los Angeles ,2 bedroom,699880,90305,33.960263,-118.3252
Mendocino ,2 bedroom,301822,95490,39.451662,-123.37285
Alameda ,2 bedroom,1334867,94705,37.856926,-122.25084
Los Angeles ,2 bedroom,473271,91390,34.490004,-118.300826
Los Angeles ,2 bedroom,646711,91204,34.135259,-118.25948
Los Angeles ,2 bedroom,1033659,91105,34.137857,-118.16329
Inyo ,2 bedroom,363167,93514,37.282192,-118.38717
San Diego ,2 bedroom,1199545,92075,32.997543,-117.26087
Napa ,2 bedroom,514220,94503,38.170372,-122.25605
Los Angeles ,2 bedroom,472370,90715,33.840965,-118.07775
Los Angeles ,2 bedroom,1013524,91208,34.189605,-118.22857
Glenn ,2 bedroom,224658,95963,39.760968,-122.218
San Diego ,2 bedroom,476399,91901,32.823102,-116.73864
Fresno ,2 bedroom,189903,93630,36.722616,-120.10081
Sacramento ,2 bedroom,523170,95814,38.580255,-121.49125
Humboldt ,2 bedroom,293480,95540,40.583488,-124.14367
Madera ,2 bedroom,217781,93610,37.100417,-120.27864
Los Angeles ,2 bedroom,445871,90502,33.833416,-118.29198
Kern ,2 bedroom,186373,93263,35.490517,-119.26495
San Bernardino ,2 bedroom,254570,92344,34.38723,-117.40313
Contra Costa ,2 bedroom,585672,94505,37.88875,-121.602
Marin ,2 bedroom,1070804,94960,37.981623,-122.56884
Fresno ,2 bedroom,217462,93728,36.758598,-119.81022
San Luis Obispo ,2 bedroom,608327,93402,35.313222,-120.83468
Fresno ,2 bedroom,252949,93631,36.506063,-119.54587
Riverside ,2 bedroom,321602,92587,33.692876,-117.25038
Marin ,2 bedroom,1626787,94920,37.892476,-122.47541
San Diego ,2 bedroom,466298,91902,32.663803,-117.02456
Santa Clara ,2 bedroom,737058,95138,37.255915,-121.77536
Marin ,2 bedroom,1264969,94965,37.855527,-122.49949
Monterey ,2 bedroom,345158,93927,36.300819,-121.2904
Monterey ,2 bedroom,1318737,93923,36.517261,-121.89436
San Joaquin ,2 bedroom,535496,95391,37.75941,-121.59902
Contra Costa ,2 bedroom,1280700,94507,37.856683,-122.02488
Butte ,2 bedroom,228623,95954,39.888074,-121.59048
Riverside ,2 bedroom,138173,92225,33.628333,-114.61905
Orange ,2 bedroom,798400,92866,33.785091,-117.84569
Contra Costa ,2 bedroom,1350268,94556,37.839426,-122.12426
Santa Cruz ,2 bedroom,698982,95066,37.057575,-122.01507
Los Angeles ,2 bedroom,1004722,90094,33.786594,-118.298662
Kern ,2 bedroom,100153,93268,35.162776,-119.4303
Santa Cruz ,2 bedroom,764391,95010,36.9761,-121.95316
Alameda ,2 bedroom,1193935,94709,37.879625,-122.2668
Mariposa ,2 bedroom,261678,95338,37.505484,-119.92527
Calaveras ,2 bedroom,335983,95252,38.145601,-120.85733
Los Angeles ,2 bedroom,1151067,91436,34.155625,-118.48925
Los Angeles ,2 bedroom,1358015,90401,34.01491,-118.4922
Tulare ,2 bedroom,175358,93247,36.201983,-119.08589
San Luis Obispo ,2 bedroom,649573,93442,35.373047,-120.83844
San Joaquin ,2 bedroom,301890,95203,37.954823,-121.30735
Kern ,2 bedroom,163476,93301,35.381408,-119.01935
Orange ,2 bedroom,524731,92845,33.782916,-118.02619
Lake ,2 bedroom,297870,95451,38.939725,-122.78548
Solano ,2 bedroom,429049,94571,38.156909,-121.72075
Monterey ,2 bedroom,413193,93960,36.41176,-121.32617
Lake ,2 bedroom,291593,95453,39.051698,-122.92071
San Luis Obispo ,2 bedroom,528960,93433,35.120934,-120.61952
Tulare ,2 bedroom,192133,93221,36.304696,-119.11383
Los Angeles ,2 bedroom,2487956,90402,34.036759,-118.50121
Contra Costa ,2 bedroom,641575,94805,37.941824,-122.32553
Santa Clara ,2 bedroom,1833546,95030,37.228594,-121.98396
Kern ,2 bedroom,162442,93203,35.161923,-118.84655
Sacramento ,2 bedroom,349186,95673,38.688069,-121.44874
Alameda ,2 bedroom,1462451,94707,37.894625,-122.27917
Marin ,2 bedroom,943554,94904,37.950069,-122.54284
Stanislaus ,2 bedroom,424025,95357,37.667196,-120.9061
Los Angeles ,2 bedroom,543374,90670,33.933551,-118.06821
Los Angeles ,2 bedroom,680390,91502,34.177606,-118.30954
Placer ,2 bedroom,481156,95650,38.817508,-121.17225
Monterey ,2 bedroom,327434,93930,36.21106,-121.05986
Yolo ,2 bedroom,329343,95605,38.592155,-121.52805
Imperial ,2 bedroom,167115,92274,33.466287,-116.0688
Ventura ,2 bedroom,442317,93015,34.396646,-118.90082
San Bernardino ,2 bedroom,293462,92314,34.255388,-116.85442
Nevada ,2 bedroom,417994,95946,39.207828,-121.20021
Alameda ,2 bedroom,869327,94502,37.734379,-122.23952
Ventura ,2 bedroom,520546,91377,34.182875,-118.76893
Riverside ,2 bedroom,274218,92582,33.796153,-117.00046
Orange ,2 bedroom,497206,90623,33.849327,-118.04395
Los Angeles ,2 bedroom,566801,91345,34.264635,-118.45961
Alameda ,2 bedroom,646198,94542,37.657381,-122.05076
Siskiyou ,2 bedroom,150558,96097,41.749249,-122.64479
Contra Costa ,2 bedroom,785599,94517,37.923523,-121.91172
San Mateo ,2 bedroom,1226639,94065,37.533538,-122.24602
Los Angeles ,2 bedroom,682445,90014,34.042912,-118.25193
Madera ,2 bedroom,298505,93614,37.206505,-119.7207
San Diego ,2 bedroom,1004112,92007,33.026742,-117.27816
Alameda ,2 bedroom,804061,94552,37.69768,-122.02503
San Francisco ,2 bedroom,1543833,94158,37.77081,-122.39074
Fresno ,2 bedroom,151123,93210,36.194736,-120.30865
Los Angeles ,2 bedroom,832527,91024,34.164806,-118.0509
San Diego ,2 bedroom,488937,91914,32.662563,-116.95413
Santa Clara ,2 bedroom,1246244,95130,37.289642,-121.98311
San Luis Obispo ,2 bedroom,836181,93449,35.150886,-120.65401
Sonoma ,2 bedroom,580149,95425,38.795668,-122.997
Fresno ,2 bedroom,375305,93730,36.90514,-119.76005
Kern ,2 bedroom,138096,93505,35.139327,-117.91473
Santa Barbara ,2 bedroom,2242343,93108,34.433687,-119.63184
Orange ,2 bedroom,775550,92617,33.64301,-117.84195
Monterey ,2 bedroom,784265,93908,36.619954,-121.65145
Alameda ,2 bedroom,1465152,94708,37.894625,-122.26372
Madera ,2 bedroom,300086,93644,37.405699,-119.56754
Santa Cruz ,2 bedroom,927335,95073,37.007916,-121.95072
Kings ,2 bedroom,150967,93212,36.085342,-119.5548
San Joaquin ,2 bedroom,424081,95320,37.797806,-121.00179
San Bernardino ,2 bedroom,425962,91708,34.839964,-115.967051
Santa Cruz ,2 bedroom,656023,95006,37.151813,-122.13679
Merced ,2 bedroom,250335,95334,37.38025,-120.72614
San Luis Obispo ,2 bedroom,627831,93465,35.54464,-120.72428
Stanislaus ,2 bedroom,282551,95368,37.708727,-121.08928
Madera ,2 bedroom,349219,93636,36.97684,-119.87014
Los Angeles ,2 bedroom,510189,90701,33.867215,-118.08062
San Bernardino ,2 bedroom,260718,92325,34.242567,-117.28654
Santa Barbara ,2 bedroom,1235221,93109,34.40323,-119.72069
San Joaquin ,2 bedroom,587562,95304,37.889849,-121.253872
San Bernardino ,2 bedroom,295610,92252,34.175926,-116.29137
San Diego ,2 bedroom,1707680,92067,33.016492,-117.20264
San Bernardino ,2 bedroom,298090,92313,34.030714,-117.31174
Los Angeles ,2 bedroom,513803,90755,33.801783,-118.168691
Sacramento ,2 bedroom,561839,95811,38.58395,-121.49103
Orange ,2 bedroom,1078819,92657,33.610717,-117.8325
Los Angeles ,2 bedroom,1517926,91108,34.122658,-118.11296
Napa ,2 bedroom,1093192,94574,38.511241,-122.45695
Santa Clara ,2 bedroom,1585512,94305,37.427039,-122.16496
Siskiyou ,2 bedroom,265178,96067,41.317771,-122.31207
Mono ,2 bedroom,490326,93546,37.621587,-118.86279
Butte ,2 bedroom,224750,95948,39.35217,-121.71129
Fresno ,2 bedroom,194492,93648,36.61365,-119.52873
Riverside ,2 bedroom,251744,92241,33.904371,-116.38634
Orange ,2 bedroom,518587,92610,33.685479,-117.6669
El Dorado ,2 bedroom,316527,95726,38.749713,-120.53386
Sonoma ,2 bedroom,419522,94931,38.328614,-122.71044
Los Angeles ,2 bedroom,853358,90056,33.986212,-118.37099
Stanislaus ,2 bedroom,281769,95360,37.312014,-121.0314
Shasta ,2 bedroom,208906,96019,40.682393,-122.36824
Merced ,2 bedroom,237391,95388,37.400193,-120.61094
Fresno ,2 bedroom,169133,93640,36.701905,-120.42801
Los Angeles ,2 bedroom,277798,93543,34.533321,-117.94904
Riverside ,2 bedroom,348976,92320,33.984551,-117.03767
Kern ,2 bedroom,136043,93241,35.256873,-118.91325
Los Angeles ,2 bedroom,939543,91207,34.165373,-118.24532
Riverside ,2 bedroom,557826,92210,33.70129,-116.34148
San Luis Obispo ,2 bedroom,676909,93428,35.563246,-121.07736
San Bernardino ,2 bedroom,319366,92408,34.080662,-117.27357
Marin ,2 bedroom,1190792,94925,37.924242,-122.516
Amador ,2 bedroom,313506,95640,38.346132,-120.94516
Los Angeles ,2 bedroom,1186238,90211,34.066009,-118.38271
Los Angeles ,2 bedroom,543924,90248,33.870466,-118.28813
Stanislaus ,2 bedroom,344745,95326,37.59471,-120.86419
Riverside ,2 bedroom,234034,92276,33.821318,-116.38023
San Bernardino ,2 bedroom,386163,92315,34.241295,-116.90328
Amador ,2 bedroom,295188,95642,38.359772,-120.75324
Los Angeles ,2 bedroom,1447073,90077,34.101007,-118.45077
Merced ,2 bedroom,286811,95315,37.428227,-120.77519
Santa Cruz ,2 bedroom,739963,95018,37.057708,-122.05967
Glenn ,2 bedroom,188413,95988,39.499754,-122.20773
Stanislaus ,2 bedroom,305012,95386,37.645632,-120.73812
Kern ,2 bedroom,174022,93250,35.670747,-119.21336
Los Angeles ,2 bedroom,454181,90716,33.828565,-118.07364
Marin ,2 bedroom,942951,94930,37.98779,-122.59962
Placer ,2 bedroom,352784,95713,39.092062,-120.93471
San Bernardino ,2 bedroom,257298,92371,34.453465,-117.53392
Napa ,2 bedroom,854979,94515,38.597907,-122.60952
Riverside ,2 bedroom,187835,92254,33.543836,-115.99404
Fresno ,2 bedroom,178097,93701,36.749444,-119.78872
Marin ,2 bedroom,1182265,94939,37.936151,-122.5355
Santa Clara ,2 bedroom,1022672,95033,37.160012,-121.9881
Monterey ,2 bedroom,1005624,93924,36.447533,-121.68611
Merced ,2 bedroom,263632,95322,37.187494,-121.03232
Yolo ,2 bedroom,459542,95694,38.537434,-121.97757
San Diego ,2 bedroom,524078,91935,32.718186,-116.82606
Merced ,2 bedroom,221422,93620,37.029613,-120.64014
Orange ,2 bedroom,987547,92624,33.460727,-117.66467
Fresno ,2 bedroom,275969,93723,36.78786,-119.95245
Santa Barbara ,2 bedroom,630854,93463,34.608938,-120.13838
Colusa ,2 bedroom,202966,95932,39.254875,-122.04572
San Diego ,2 bedroom,403387,91978,32.732539,-116.95091
Los Angeles ,2 bedroom,488399,90040,33.997492,-118.15284
Alameda ,2 bedroom,1024756,94710,37.869976,-122.2981
Sonoma ,2 bedroom,558363,95436,38.495857,-122.90636
Sonoma ,2 bedroom,498293,95446,38.509737,-123.00084
Los Angeles ,2 bedroom,802142,91020,34.211494,-118.23104
Siskiyou ,2 bedroom,191875,96094,41.460403,-122.38544
Plumas ,2 bedroom,225085,95971,39.957324,-120.98366
Contra Costa ,2 bedroom,516149,94572,38.031271,-122.26213
San Bernardino ,2 bedroom,328113,92359,34.083512,-117.09688
San Joaquin ,2 bedroom,258846,95202,37.958723,-121.28805
Fresno ,2 bedroom,227435,93622,36.800027,-120.57996
Tuolumne ,2 bedroom,273629,95327,37.867243,-120.49157
Tulare ,2 bedroom,181925,93647,36.565252,-119.24273
Tulare ,2 bedroom,188109,93286,36.431121,-119.10642
Los Angeles ,2 bedroom,542453,93510,34.497245,-118.18951
Monterey ,2 bedroom,501607,95012,36.768856,-121.75105
Kern ,2 bedroom,145206,93240,35.617148,-118.45299
Sacramento ,2 bedroom,331162,95832,38.464667,-121.49643
Riverside ,2 bedroom,310798,92567,33.819818,-117.11778
Santa Cruz ,2 bedroom,935499,95065,37.010322,-121.98523
Santa Clara ,2 bedroom,834267,95119,37.232244,-121.79092
Monterey ,2 bedroom,1769726,93921,36.555248,-121.9212
San Bernardino ,2 bedroom,167005,92356,34.481229,-116.90601
Merced ,2 bedroom,286251,95324,37.400932,-120.87972
Amador ,2 bedroom,255139,95666,38.529753,-120.41411
Tulare ,2 bedroom,182445,93223,36.300574,-119.20552
Santa Cruz ,2 bedroom,580993,95019,36.935552,-121.77972
Placer ,2 bedroom,606973,95658,38.87672,-121.14213
Los Angeles ,2 bedroom,1221457,90290,34.101447,-118.59933
Santa Barbara ,2 bedroom,1276661,93460,34.626931,-120.0661
Monterey ,2 bedroom,1468068,93953,36.59081,-121.9461
Sacramento ,2 bedroom,488612,95683,38.492811,-121.10036
Modoc ,2 bedroom,87989,96101,41.439363,-120.58771
Placer ,2 bedroom,373220,95631,39.033312,-120.82172
Fresno ,2 bedroom,149365,93646,36.623699,-119.30892
San Bernardino ,2 bedroom,80216,92363,34.808718,-114.62664
Sacramento ,2 bedroom,610866,95693,38.382367,-121.23708
Orange ,2 bedroom,589505,92655,33.745166,-117.98569
Fresno ,2 bedroom,203289,93625,36.6265,-119.67526
Imperial ,2 bedroom,195460,92250,32.800259,-115.35369
Monterey ,2 bedroom,442165,93926,36.518179,-121.42557
Santa Cruz ,2 bedroom,754301,95005,37.084347,-122.08524
San Bernardino ,2 bedroom,202801,92342,34.761696,-117.33444
Santa Barbara ,2 bedroom,539195,93427,34.613014,-120.2051
El Dorado ,2 bedroom,340882,95619,38.689067,-120.82071
San Joaquin ,2 bedroom,515153,95220,38.200193,-121.23505
San Luis Obispo ,2 bedroom,453841,93445,35.097599,-120.61327
Ventura ,2 bedroom,596407,93022,34.401466,-119.30082
Placer ,2 bedroom,741056,96145,39.177383,-120.14607
Kings ,2 bedroom,133283,93204,35.930766,-120.10057
Tuolumne ,2 bedroom,273300,95383,38.055888,-120.23002
San Mateo ,2 bedroom,2457875,94028,37.374421,-122.213
Orange ,2 bedroom,2375113,92661,33.601822,-117.89966
Stanislaus ,2 bedroom,358101,95316,37.552329,-120.78463
Mendocino ,2 bedroom,458240,95470,39.285782,-123.22064
Tulare ,2 bedroom,155984,93219,35.87368,-119.26362
Shasta ,2 bedroom,243309,96088,40.504853,-121.83501
Calaveras ,2 bedroom,345864,95247,38.146124,-120.45458
Amador ,2 bedroom,337213,95685,38.394464,-120.79015
San Mateo ,2 bedroom,2701740,94027,37.458615,-122.20009
San Francisco ,2 bedroom,1466798,94111,37.798228,-122.40027
Santa Clara ,2 bedroom,868393,95046,37.088746,-121.60048
Kern ,2 bedroom,229824,93225,34.815266,-119.00404
San Bernardino ,2 bedroom,323826,92397,34.35876,-117.62752
Riverside ,2 bedroom,239214,92548,33.749656,-117.11706
San Joaquin ,2 bedroom,365054,95258,38.154118,-121.306
San Bernardino ,2 bedroom,267016,92382,34.205626,-117.10499
Calaveras ,2 bedroom,368888,95228,37.942532,-120.65786
San Diego ,2 bedroom,425091,92003,33.289265,-117.20011
Los Angeles ,2 bedroom,927043,90010,34.062709,-118.31481
Lake ,2 bedroom,296266,95467,38.79255,-122.53498
Riverside ,2 bedroom,363813,92549,33.750795,-116.72562
Kern ,2 bedroom,146320,93501,35.04535,-118.16141
Amador ,2 bedroom,287053,95665,38.40097,-120.64952
Santa Barbara ,2 bedroom,358485,93434,34.958896,-120.58014
El Dorado ,2 bedroom,336554,95709,38.748112,-120.67463
Calaveras ,2 bedroom,330273,95223,38.282255,-120.28875
El Dorado ,2 bedroom,460817,95623,38.639643,-120.84556
Tuolumne ,2 bedroom,263024,95321,37.840248,-120.04541
Plumas ,2 bedroom,256561,96137,40.290007,-121.05272
Tulare ,2 bedroom,224722,93265,36.150892,-118.76204
Santa Clara ,2 bedroom,1821870,94304,37.397823,-122.16605
Placer ,2 bedroom,429037,95722,39.005098,-121.01891
Fresno ,2 bedroom,155184,93234,36.209815,-120.0847
San Joaquin ,2 bedroom,588495,95236,38.018456,-121.05675
Lake ,2 bedroom,214430,95423,39.037173,-122.65445
Sacramento ,2 bedroom,410166,95626,38.727451,-121.45433
Santa Clara ,2 bedroom,811531,95139,37.226194,-121.76514
San Mateo ,2 bedroom,1003326,94005,37.682882,-122.40422
Fresno ,2 bedroom,136544,93721,36.733193,-119.78473
San Diego ,2 bedroom,226027,92004,33.184028,-116.26597
Orange ,2 bedroom,2756791,92662,33.606271,-117.89243
San Luis Obispo ,2 bedroom,978198,93430,35.459347,-120.88947
Siskiyou ,2 bedroom,154632,96064,41.736424,-122.40008
Orange ,2 bedroom,762978,92823,33.918965,-117.83252
Riverside ,2 bedroom,275698,92539,33.55055,-116.67362
Butte ,2 bedroom,262722,95938,39.624259,-121.79152
Shasta ,2 bedroom,306826,96073,40.562648,-122.2255
Trinity ,2 bedroom,240452,96093,40.734483,-122.93982
Plumas ,2 bedroom,145240,96122,39.801047,-120.48359
Calaveras ,2 bedroom,309068,95222,38.087437,-120.58072
Los Angeles ,2 bedroom,233760,93591,34.596742,-117.84467
Imperial ,2 bedroom,209671,92249,32.726931,-115.51245
Yuba ,2 bedroom,299694,95692,39.030716,-121.43497
Shasta ,2 bedroom,147008,96013,40.926289,-121.68452
Colusa ,2 bedroom,197085,95987,39.139543,-122.20563
Fresno ,2 bedroom,185375,93656,36.45185,-119.93651
San Bernardino ,2 bedroom,277655,92372,34.44654,-117.63411
Sonoma ,2 bedroom,991133,94951,38.314531,-122.66097
Calaveras ,2 bedroom,270939,95249,38.192823,-120.64285
Tulare ,2 bedroom,173924,93267,36.141864,-119.09411
Orange ,2 bedroom,1071249,92861,33.812662,-117.81623
San Bernardino ,2 bedroom,329987,92317,34.245607,-117.23
Los Angeles ,2 bedroom,1348436,90067,34.056709,-118.41183
Lake ,2 bedroom,290228,95457,38.911393,-122.599
Tuolumne ,2 bedroom,250704,95379,37.957978,-120.2297
Tulare ,2 bedroom,159613,93270,35.94901,-119.03742
San Bernardino ,2 bedroom,260612,92256,34.066626,-116.55951
Fresno ,2 bedroom,197374,93650,36.841454,-119.79832
El Dorado ,2 bedroom,505637,95672,38.71203,-121.0023
San Diego ,2 bedroom,428867,92036,33.02757,-116.53109
Fresno ,2 bedroom,299313,93737,36.75057,-119.65783
Plumas ,2 bedroom,165993,96020,40.289788,-121.23263
Fresno ,2 bedroom,189493,93609,36.534599,-119.83592
Colusa ,2 bedroom,206247,95912,38.97159,-122.02725
San Mateo ,2 bedroom,1045896,94018,37.510085,-122.473404
Napa ,2 bedroom,839515,94599,38.403011,-122.36228
Placer ,2 bedroom,530380,96143,39.241961,-120.02809
San Diego ,2 bedroom,658896,92121,32.899996,-117.20722
Mendocino ,2 bedroom,532032,95445,38.813417,-123.55762
Riverside ,2 bedroom,646818,92590,33.479467,-117.20933
El Dorado ,2 bedroom,429127,95614,38.880294,-120.97426
Tehama ,2 bedroom,161134,96055,40.041399,-122.09793
Mendocino ,2 bedroom,754682,95460,39.311858,-123.79166
San Benito ,2 bedroom,571042,95045,36.829052,-121.52848
San Bernardino ,2 bedroom,384638,92352,34.25629,-117.19132
Sonoma ,2 bedroom,911126,95442,38.367948,-122.52468
Contra Costa ,2 bedroom,506079,94525,38.05282,-122.2234
San Joaquin ,2 bedroom,329635,95237,38.162818,-121.14855
Lake ,2 bedroom,259809,95461,38.791139,-122.61069
San Luis Obispo ,2 bedroom,411148,93451,35.818054,-120.63645
Madera ,2 bedroom,283330,93643,37.232047,-119.52006
Tulare ,2 bedroom,154058,93256,35.957119,-119.31287
Tulare ,2 bedroom,168135,93615,36.506019,-119.2866
El Dorado ,2 bedroom,361259,95684,38.60766,-120.5937
Riverside ,2 bedroom,358383,92536,33.485978,-116.82004
El Dorado ,2 bedroom,362214,95634,38.930207,-120.78557
Merced ,2 bedroom,182212,95365,37.297403,-120.32285
Lake ,2 bedroom,203067,95458,39.090421,-122.78972
Fresno ,2 bedroom,242125,93602,37.077273,-119.42982
Sacramento ,2 bedroom,485408,95655,38.558073,-121.28737
Monterey ,2 bedroom,632053,95004,36.885056,-121.63082
Fresno ,2 bedroom,242955,93675,36.713181,-119.18327
Butte ,2 bedroom,265880,95969,39.750422,-121.61026
Los Angeles ,2 bedroom,715961,90704,33.368642,-118.40835
Kern ,2 bedroom,161351,93285,35.714118,-118.48416
Humboldt ,2 bedroom,245363,95562,40.494813,-124.11637
Humboldt ,2 bedroom,580007,95570,41.081726,-124.13112
Santa Clara ,2 bedroom,863785,95113,37.333941,-121.89154
San Diego ,2 bedroom,373812,91906,32.664307,-116.46513
Kern ,2 bedroom,128952,93523,35.044352,-117.8578
Yolo ,2 bedroom,351122,95627,38.744062,-121.99929
San Luis Obispo ,2 bedroom,589816,93453,35.323098,-120.08301
San Diego ,2 bedroom,475816,91980,32.588485,-116.63034
Tuolumne ,2 bedroom,269987,95310,38.060956,-120.39216
San Joaquin ,2 bedroom,352834,95231,37.882742,-121.27978
Tulare ,2 bedroom,357521,93271,36.431565,-118.86296
Tulare ,2 bedroom,161490,93235,36.387879,-119.21908
Lassen ,2 bedroom,187959,96114,40.295652,-120.51775
Humboldt ,2 bedroom,353474,95536,40.561448,-124.25781
Kings ,2 bedroom,176096,93202,36.311439,-119.70823
Humboldt ,2 bedroom,375094,95542,40.0985,-123.80654
San Bernardino ,2 bedroom,227585,92285,34.31039,-116.45012
Napa ,2 bedroom,658440,94508,38.568307,-122.45084
El Dorado ,2 bedroom,396201,95633,38.839773,-120.82881
Ventura ,2 bedroom,562053,93066,34.287679,-119.02059
Humboldt ,2 bedroom,305362,95560,40.131417,-123.85855
Lake ,2 bedroom,329051,95485,39.172397,-122.90474
Stanislaus ,2 bedroom,261284,95328,37.5596,-120.9141
Butte ,2 bedroom,227396,95916,39.661519,-121.38193
Amador ,2 bedroom,313837,95669,38.480569,-120.86895
Los Angeles ,2 bedroom,841399,90021,34.029313,-118.24182
Placer ,2 bedroom,564029,95663,38.859227,-121.17565
Tuolumne ,2 bedroom,278024,95372,37.991855,-120.25829
San Bernardino ,2 bedroom,256365,92386,34.244448,-116.82962
Butte ,2 bedroom,250853,95917,39.413477,-121.71162
Lake ,2 bedroom,214334,95464,39.12558,-122.84653
Tehama ,2 bedroom,156602,96035,40.039257,-122.16555
Sonoma ,2 bedroom,913801,95465,38.409993,-122.98347
Imperial ,2 bedroom,149927,92233,33.131764,-115.51208
Mariposa ,2 bedroom,276710,95329,37.694235,-120.42421
Mendocino ,2 bedroom,351483,95454,39.745588,-123.5223
San Mateo ,2 bedroom,1206899,94038,37.52489,-122.50991
San Mateo ,2 bedroom,1231967,94037,37.539839,-122.50819
Trinity ,2 bedroom,257491,96041,40.524496,-123.18307
Fresno ,2 bedroom,168279,93660,36.600172,-120.15338
Humboldt ,2 bedroom,240623,95546,41.161505,-123.72444
San Diego ,2 bedroom,508694,92061,33.311881,-116.96499
Contra Costa ,2 bedroom,514259,94511,38.040395,-121.63852
Kern ,2 bedroom,140656,93527,35.734418,-117.89313
Siskiyou ,2 bedroom,170601,96025,41.221077,-122.28003
Fresno ,2 bedroom,211944,93242,36.43465,-119.71753
Mendocino ,2 bedroom,309749,95428,39.825781,-123.23026
Plumas ,2 bedroom,282316,96103,39.779486,-120.64058
Los Angeles ,2 bedroom,320571,93532,34.676708,-118.45592
Kern ,2 bedroom,132871,93205,35.576134,-118.46745
Humboldt ,2 bedroom,468103,95524,40.822884,-124.06711
Kern ,2 bedroom,270534,93222,34.850984,-119.16626
Sacramento ,2 bedroom,384991,95690,38.240477,-121.56507
Tulare ,2 bedroom,161703,93272,36.059363,-119.32025
Stanislaus ,2 bedroom,279955,95319,37.637531,-120.906593
Mariposa ,2 bedroom,195008,95311,37.74614,-120.15123
Del Norte ,2 bedroom,299348,95567,41.949739,-124.15098
Siskiyou ,2 bedroom,191605,96032,41.615475,-122.87744
Kern ,2 bedroom,138042,93283,35.614134,-118.27824
Sonoma ,2 bedroom,875356,95441,38.710228,-122.95704
Yuba ,2 bedroom,429039,95918,39.282171,-121.34733
Sacramento ,2 bedroom,334010,95641,38.161756,-121.60428
Marin ,2 bedroom,1722761,94957,38.022322,-122.561689
Calaveras ,2 bedroom,264779,95255,38.421689,-120.46947
Plumas ,2 bedroom,149016,95947,40.144573,-120.88311
Kern ,2 bedroom,233327,93238,35.784367,-118.43769
Los Angeles ,2 bedroom,473191,90058,34.000219,-118.22605
Mendocino ,2 bedroom,289314,95469,39.383027,-123.07856
